unique_id,text,PRINCIPLE_x,TOPIC_x,UNIT_x,SHAPE_x,llm_query,PRINCIPLE_y,TOPIC_y,UNIT_y,SHAPE_y,iteration
210,"I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.",not evaluated,not evaluated,not evaluated,not evaluated,"210 I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.
",not evaluated,not evaluated,not evaluated,not evaluated,1
211,The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.,not evaluated,not evaluated,not evaluated,not evaluated,"211 The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.
",general normative statement,UNFCCC agreements and principles,not indicated,proportional to commitment,1
212,"Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.",not evaluated,not evaluated,not evaluated,not evaluated,"212 Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.
",general normative statement,mitigation,not indicated,equity,1
213,"The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.",not evaluated,not evaluated,not evaluated,not evaluated,"213 The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.
",general normative statement,mitigation,not indicated,equity,1
214,"We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .",not evaluated,not evaluated,not evaluated,not evaluated,"214 We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .
",not evaluated,not evaluated,not evaluated,not evaluated,1
215,"I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .",not evaluated,not evaluated,not evaluated,not evaluated,"215 I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
216,"Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.",not evaluated,not evaluated,not evaluated,not evaluated,"216 Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.
",general normative statement,cooperation,not indicated,not indicated,1
217,We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.,not evaluated,not evaluated,not evaluated,not evaluated,"217 We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.
",general normative statement,UNFCCC agreements and principles,not indicated,proportional to commitment,1
218,The pandemic has taught us that national solutions to global problems do not work.,not evaluated,not evaluated,not evaluated,not evaluated,"218 The pandemic has taught us that national solutions to global problems do not work.
",general normative statement,cooperation,not indicated,not indicated,1
219, We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  ,not evaluated,not evaluated,not evaluated,not evaluated,"219  We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  
",general normative statement,urgency,not indicated,not indicated,1
220,On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.,not evaluated,not evaluated,not evaluated,not evaluated,"220 On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.
",utilitarian,urgency,not indicated,not indicated,1
221, Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.,not evaluated,not evaluated,not evaluated,not evaluated,"221  Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.
",general normative statement,new UNFCCC policy,technological resources,not indicated,1
222, On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.,not evaluated,not evaluated,not evaluated,not evaluated,"222  On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.
",general normative statement,financial mechanisms,financial resources,not indicated,1
223, On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.,not evaluated,not evaluated,not evaluated,not evaluated,"223  On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.
",egalitarian,financial mechanisms,financial resources,equality,1
224,Climate finance to frontline SiDs declined by 25% in 2019.,not evaluated,not evaluated,not evaluated,not evaluated,"224 Climate finance to frontline SiDs declined by 25% in 2019.
",not evaluated,not evaluated,not evaluated,not evaluated,1
225,Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.,general normative statement,other,not indicated,not indicated,"225 Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.
",prioritarian,financial mechanisms,financial resources,priority to worst off,1
226, It is immoral and unjust.,general normative statement,other,not indicated,not indicated,"226  It is immoral and unjust.
",general normative statement,other,not indicated,not indicated,1
227," If Glasgow is to deliver on the promises of Paris, it must close these three gaps.",not evaluated,not evaluated,not evaluated,not evaluated,"227  If Glasgow is to deliver on the promises of Paris, it must close these three gaps.
",general normative statement,UNFCCC agreements and principles,not indicated,not indicated,1
228," So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?",not evaluated,not evaluated,not evaluated,not evaluated,"228  So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?
",prioritarian,other,support,priority to worst off,1
229, What excuse should we give for their failure?,not evaluated,not evaluated,not evaluated,not evaluated,"229  What excuse should we give for their failure?
",not evaluated,not evaluated,not evaluated,not evaluated,1
230,IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?,not evaluated,not evaluated,not evaluated,not evaluated,"230 IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?
",not evaluated,not evaluated,not evaluated,not evaluated,1
231,When will leaders lead?,not evaluated,not evaluated,not evaluated,not evaluated,"231 When will leaders lead?
",not evaluated,not evaluated,not evaluated,not evaluated,1
232, Our people are watching and taking note.,not evaluated,not evaluated,not evaluated,not evaluated,"232  Our people are watching and taking note.
",not evaluated,not evaluated,not evaluated,not evaluated,1
233, Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?,utilitarian,new UNFCCC policy,responsibility,not indicated,"233  Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?
",utilitarian,urgency,not indicated,not indicated,1
234," I have been saying to Barbadians, many hands make light work.",not evaluated,not evaluated,not evaluated,not evaluated,"234  I have been saying to Barbadians, many hands make light work.
",egalitarian,cooperation,responsibility,equality,1
235,Today we need  the correct mix of voices and ambition.,not evaluated,not evaluated,not evaluated,not evaluated,"235 Today we need  the correct mix of voices and ambition.
",egalitarian,cooperation,responsibility,equality,1
236, Do so me leaders believe they can survive and thrive on their own?,not evaluated,not evaluated,not evaluated,not evaluated,"236  Do so me leaders believe they can survive and thrive on their own?
",general normative statement,cooperation,not indicated,not indicated,1
237,Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?,not evaluated,not evaluated,not evaluated,not evaluated,"237 Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?
",utilitarian,cooperation,not indicated,not indicated,1
238, What the world needs now is less than 200 persons who are willing and prepared to lead!! ,not evaluated,not evaluated,not evaluated,not evaluated,"238  What the world needs now is less than 200 persons who are willing and prepared to lead!! 
",general normative statement,cooperation,responsibility,not indicated,1
239,Leaders must not fail those who elect them to lead.,general normative statement,other,responsibility,not indicated,"239 Leaders must not fail those who elect them to lead.
",general normative statement,cooperation,responsibility,not indicated,1
240, There is a sword that can cut down this Gordian knot; it has been wielded before.,not evaluated,not evaluated,not evaluated,not evaluated,"240  There is a sword that can cut down this Gordian knot; it has been wielded before.
",not evaluated,not evaluated,not evaluated,not evaluated,1
241, The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.,not evaluated,not evaluated,not evaluated,not evaluated,"241  The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.
",not evaluated,not evaluated,not evaluated,not evaluated,1
242,"Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.",not evaluated,not evaluated,not evaluated,not evaluated,"242 Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.
",utilitarian,urgency,financial resources,proportional to contribution,1
243," An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.",general normative statement,financial mechanisms,financial resources,not indicated,"243  An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.
",utilitarian,financial mechanisms,financial resources,needs based,1
244," If 500bn sounds big to you, it is just 2% of that $25trn.",not evaluated,not evaluated,not evaluated,not evaluated,"244  If 500bn sounds big to you, it is just 2% of that $25trn.
",not evaluated,not evaluated,not evaluated,not evaluated,1
245,This is the sword we need to wield.,not evaluated,not evaluated,not evaluated,not evaluated,"245 This is the sword we need to wield.
",not evaluated,not evaluated,not evaluated,not evaluated,1
246, OUR excitement one hour into this event is far less than six months ago in the lead up.,not evaluated,not evaluated,not evaluated,not evaluated,"246  OUR excitement one hour into this event is far less than six months ago in the lead up.
",not evaluated,not evaluated,not evaluated,not evaluated,1
247, The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.,not evaluated,not evaluated,not evaluated,not evaluated,"247  The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.
",not evaluated,not evaluated,not evaluated,not evaluated,1
248, Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?,not evaluated,not evaluated,not evaluated,not evaluated,"248  Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?
",general normative statement,urgency,not indicated,not indicated,1
249," Leaders today, not leaders in 2030 or 2050, must make this choice.",not evaluated,not evaluated,not evaluated,not evaluated,"249  Leaders today, not leaders in 2030 or 2050, must make this choice.
",general normative statement,urgency,responsibility,not indicated,1
250, It is in our hands.,not evaluated,not evaluated,not evaluated,not evaluated,"250  It is in our hands.
",general normative statement,urgency,responsibility,not indicated,1
251,Our people and our planet need it.,utilitarian,urgency,responsibility,not indicated,"251 Our people and our planet need it.
",utilitarian,urgency,not indicated,not indicated,1
252,I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .,not evaluated,not evaluated,not evaluated,not evaluated,"252 I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .
",general normative statement,UNFCCC agreements and principles,not indicated,proportional to commitment,1
253,"As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .",not evaluated,not evaluated,not evaluated,not evaluated,"253 As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .
",general normative statement,mitigation,not indicated,not indicated,1
254,"As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.",not evaluated,not evaluated,not evaluated,not evaluated,"254 As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.
",general normative statement,mitigation,not indicated,not indicated,1
255,This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.,not evaluated,not evaluated,not evaluated,not evaluated,"255 This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.
",general normative statement,mitigation,not indicated,not indicated,1
256,This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .,not evaluated,not evaluated,not evaluated,not evaluated,"256 This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .
",general normative statement,mitigation,not indicated,proportional to commitment,1
257,We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.,not evaluated,not evaluated,not evaluated,not evaluated,"257 We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.
",sufficientarian,cooperation,support,needs based,1
258,"Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.",not evaluated,not evaluated,not evaluated,not evaluated,"258 Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.
",not evaluated,not evaluated,not evaluated,not evaluated,1
259,We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .,not evaluated,not evaluated,not evaluated,not evaluated,"259 We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .
",general normative statement,mitigation,not indicated,not indicated,1
260,Kazakhstan has the potential to be a global green energy powerhouse.,not evaluated,not evaluated,not evaluated,not evaluated,"260 Kazakhstan has the potential to be a global green energy powerhouse.
",not evaluated,not evaluated,not evaluated,not evaluated,1
261,"Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.",not evaluated,not evaluated,not evaluated,not evaluated,"261 Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.
",general normative statement,cooperation,not indicated,not indicated,1
262, Green hydrogen will play a key role in this transition.,not evaluated,not evaluated,not evaluated,not evaluated,"262  Green hydrogen will play a key role in this transition.
",not evaluated,not evaluated,not evaluated,not evaluated,1
263,International experts believe that our country can become one of the ten largest hydrogen exporters .,not evaluated,not evaluated,not evaluated,not evaluated,"263 International experts believe that our country can become one of the ten largest hydrogen exporters .
",not evaluated,not evaluated,not evaluated,not evaluated,1
264,"In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.",not evaluated,not evaluated,not evaluated,not evaluated,"264 In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.
",not evaluated,not evaluated,not evaluated,not evaluated,1
265,Our country holds more than 60 major deposits of precious and non -ferrous metals .,not evaluated,not evaluated,not evaluated,not evaluated,"265 Our country holds more than 60 major deposits of precious and non -ferrous metals .
",not evaluated,not evaluated,not evaluated,not evaluated,1
266,We stand ready to offer these critical resources for exploration and development .,not evaluated,not evaluated,not evaluated,not evaluated,"266 We stand ready to offer these critical resources for exploration and development .
",general normative statement,financial mechanisms,financial resources,not indicated,1
267,"As well as investing in the future of the energy transition, we are also taking urgent action to mitigate our carbon emissions.",not evaluated,not evaluated,not evaluated,not evaluated,"267 As well as investing in the future of the energy transition, we are also taking urgent action to mitigate our carbon emissions.
",utilitarian,mitigation,not indicated,not indicated,1
268,"Underpinning this effort, the National Emissions Trading System has already proved to be an effective mechanism for stimulating innovations in both emissions reduction and energy efficiency.",not evaluated,not evaluated,not evaluated,not evaluated,"268 Underpinning this effort, the National Emissions Trading System has already proved to be an effective mechanism for stimulating innovations in both emissions reduction and energy efficiency.
",not evaluated,not evaluated,not evaluated,not evaluated,1
269,"Separately, I would like to mention the importance of technological modernization .",not evaluated,not evaluated,not evaluated,not evaluated,"269 Separately, I would like to mention the importance of technological modernization .
",not evaluated,not evaluated,not evaluated,not evaluated,1
270,"There is a critical need to leverage knowle dge-sharing and technology -transfer, including within the Paris Agreement.",egalitarian,UNFCCC agreements and principles,technological resources,not indicated,"270 There is a critical need to leverage knowle dge-sharing and technology -transfer, including within the Paris Agreement.
",general normative statement,cooperation,technological resources,not indicated,1
271,"Therefore , we are developing a framework which will help Kazakhstan to adapt the best available practices from around the world in green technologies.",not evaluated,not evaluated,not evaluated,not evaluated,"271 Therefore , we are developing a framework which will help Kazakhstan to adapt the best available practices from around the world in green technologies.
",general normative statement,adaptation and mitigation,technological resources,not indicated,1
272,"At the same time, we are devoting special attention to stimulating green investment .",not evaluated,not evaluated,not evaluated,not evaluated,"272 At the same time, we are devoting special attention to stimulating green investment .
",general normative statement,financial mechanisms,financial resources,not indicated,1
273, We are prepared to use the Astana International Financial Center as a unique regional investment hub for green finance.,not evaluated,not evaluated,not evaluated,not evaluated,"273  We are prepared to use the Astana International Financial Center as a unique regional investment hub for green finance.
",general normative statement,financial mechanisms,financial resources,not indicated,1
274," Dear participants !  Today, the temperature in Central Asia is increasing twice as fast as the global average .",not evaluated,not evaluated,not evaluated,not evaluated,"274  Dear participants !  Today, the temperature in Central Asia is increasing twice as fast as the global average .
",not evaluated,not evaluated,not evaluated,not evaluated,1
275," To meet the urgent demands created by rapid global warming, we have significant adaptation efforts underway within our new Environmental Code.",not evaluated,not evaluated,not evaluated,not evaluated,"275  To meet the urgent demands created by rapid global warming, we have significant adaptation efforts underway within our new Environmental Code.
",urgency,adaptation,not indicated,not indicated,1
276,"The focus is on the four most vulnerable sectors: water, agriculture, forestry and disaster risk reduction.",not evaluated,not evaluated,not evaluated,not evaluated,"276 The focus is on the four most vulnerable sectors: water, agriculture, forestry and disaster risk reduction.
",prioritarian,adaptation,not indicated,priority to worst off,1
277,"Last year, we joined the Declaration on Forests and Land Use and the Commitment to Education and Youth Involvement.",not evaluated,not evaluated,not evaluated,not evaluated,"277 Last year, we joined the Declaration on Forests and Land Use and the Commitment to Education and Youth Involvement.
",not evaluated,not evaluated,not evaluated,not evaluated,1
278,We are also on track to meet our ambitious target of planting 2 billion trees by 2025 .,not evaluated,not evaluated,not evaluated,not evaluated,"278 We are also on track to meet our ambitious target of planting 2 billion trees by 2025 .
",not evaluated,not evaluated,not evaluated,not evaluated,1
279," Ladies and Gentlemen !  To conclude , I would like once again to highlight the scale of the unprecedented challenges we face.",not evaluated,not evaluated,not evaluated,not evaluated,"279  Ladies and Gentlemen !  To conclude , I would like once again to highlight the scale of the unprecedented challenges we face.
",not evaluated,not evaluated,not evaluated,not evaluated,1
280,"In this regard, we require bold solutions, and development models that are fair, equitable, and sustainable.",egalitarian,new UNFCCC policy,not indicated,not indicated,"280 In this regard, we require bold solutions, and development models that are fair, equitable, and sustainable.
",egalitarian,new UNFCCC policy,not indicated,equity,1
281,Kazakhstan is ready to collaborate with all international partners across the entire climate agenda.,not evaluated,not evaluated,not evaluated,not evaluated,"281 Kazakhstan is ready to collaborate with all international partners across the entire climate agenda.
",general normative statement,cooperation,not indicated,not indicated,1
282,Thank you .,not evaluated,not evaluated,not evaluated,not evaluated,"282 Thank you .
",not evaluated,not evaluated,not evaluated,not evaluated,1
283,"Mr. President, Your Excellencies,  Ladies and Gentlemen,   We have all come together here in Dubai at a crucial moment.",not evaluated,not evaluated,not evaluated,not evaluated,"283 Mr. President, Your Excellencies,  Ladies and Gentlemen,   We have all come together here in Dubai at a crucial moment.
",not evaluated,not evaluated,not evaluated,not evaluated,1
284," For me, for Belgium, and for many people I've spoken to in recent weeks, this COP is the most important since Paris.",not evaluated,not evaluated,not evaluated,not evaluated,"284  For me, for Belgium, and for many people I've spoken to in recent weeks, this COP is the most important since Paris.
",not evaluated,not evaluated,not evaluated,not evaluated,1
285,"  Because, it’s high time to turn our words and promises into action.",not evaluated,not evaluated,not evaluated,not evaluated,"285   Because, it’s high time to turn our words and promises into action.
",general normative statement,urgency,not indicated,not indicated,1
286, It is time to talk about solutions instead of problems! To talk ab out hope instead of fear!  ,not evaluated,not evaluated,not evaluated,not evaluated,"286  It is time to talk about solutions instead of problems! To talk ab out hope instead of fear!  
",general normative statement,urgency,not indicated,not indicated,1
287,"In order to attain our goals, we need everyone on board, governments, and even more our people and private sector.",egalitarian,other,not indicated,not indicated,"287 In order to attain our goals, we need everyone on board, governments, and even more our people and private sector.
",egalitarian,cooperation,responsibility,equality,1
288,"Science tells us that : “unless there are immediate, rapid and large scale reductions in greenhouse gas emissions, limiting global warming to 1.5°C will be beyond reach ”.",not evaluated,not evaluated,not evaluated,not evaluated,"288 Science tells us that : “unless there are immediate, rapid and large scale reductions in greenhouse gas emissions, limiting global warming to 1.5°C will be beyond reach ”.
",not evaluated,not evaluated,not evaluated,not evaluated,1
289, Even those who don't believe in science can no longer close their eyes.,not evaluated,not evaluated,not evaluated,not evaluated,"289  Even those who don't believe in science can no longer close their eyes.
",not evaluated,not evaluated,not evaluated,not evaluated,1
290,The climate emergency is upon us.,not evaluated,not evaluated,not evaluated,not evaluated,"290 The climate emergency is upon us.
",not evaluated,not evaluated,not evaluated,not evaluated,1
291,Its effects reverberate across the globe.,not evaluated,not evaluated,not evaluated,not evaluated,"291 Its effects reverberate across the globe.
",not evaluated,not evaluated,not evaluated,not evaluated,1
292,This is the reality .,not evaluated,not evaluated,not evaluated,not evaluated,"292 This is the reality .
",not evaluated,not evaluated,not evaluated,not evaluated,1
293, But the reality is also that there are many reasons to be hopeful.,not evaluated,not evaluated,not evaluated,not evaluated,"293  But the reality is also that there are many reasons to be hopeful.
",not evaluated,not evaluated,not evaluated,not evaluated,1
294,  It’s a fact : a record -breaking 340 billion euro have been invested in renewable energy globally this year.,not evaluated,not evaluated,not evaluated,not evaluated,"294   It’s a fact : a record -breaking 340 billion euro have been invested in renewable energy globally this year.
",not evaluated,not evaluated,not evaluated,not evaluated,1
295, It’s a fact that many climate analysts believe that carbon emissions will peak in the coming years .,not evaluated,not evaluated,not evaluated,not evaluated,"295  It’s a fact that many climate analysts believe that carbon emissions will peak in the coming years .
",not evaluated,not evaluated,not evaluated,not evaluated,1
296, It’s a fact : more and more people are on board when it comes to accelerate our actions  Young and old.,not evaluated,not evaluated,not evaluated,not evaluated,"296  It’s a fact : more and more people are on board when it comes to accelerate our actions  Young and old.
",not evaluated,not evaluated,not evaluated,not evaluated,1
297,With ideals and ideas.,not evaluated,not evaluated,not evaluated,not evaluated,"297 With ideals and ideas.
",not evaluated,not evaluated,not evaluated,not evaluated,1
298, Academics and entrepreneurs .,not evaluated,not evaluated,not evaluated,not evaluated,"298  Academics and entrepreneurs .
",not evaluated,not evaluated,not evaluated,not evaluated,1
299," Whose discoveries and technologies provide concrete and sometimes very simple answers to the challenges of recycling, water decontamination and greenhouse gas capture.",not evaluated,not evaluated,not evaluated,not evaluated,"299  Whose discoveries and technologies provide concrete and sometimes very simple answers to the challenges of recycling, water decontamination and greenhouse gas capture.
",not evaluated,not evaluated,not evaluated,not evaluated,1
300,  My message to you is that the climate issue belongs neither to the deniers nor to the alarmists.,not evaluated,not evaluated,not evaluated,not evaluated,"300   My message to you is that the climate issue belongs neither to the deniers nor to the alarmists.
",not evaluated,not evaluated,not evaluated,not evaluated,1
301, It belongs to those who get up early.,not evaluated,not evaluated,not evaluated,not evaluated,"301  It belongs to those who get up early.
",not evaluated,not evaluated,not evaluated,not evaluated,1
302, To those who grab every opportunity to contribute in speeding up the transition.,not evaluated,not evaluated,not evaluated,not evaluated,"302  To those who grab every opportunity to contribute in speeding up the transition.
",egalitarian,urgency,responsibility,equality,1
303," If we want to peak emissions now and reduce global emissions by 43% by 2030 compared to 1990 , we need ecology and economy.",not evaluated,not evaluated,not evaluated,not evaluated,"303  If we want to peak emissions now and reduce global emissions by 43% by 2030 compared to 1990 , we need ecology and economy.
",utilitarian,urgency,responsibility,proportional to contribution,1
304,"Too often they have been opposed one against the other, while in fact they are reinforcing each other.",not evaluated,not evaluated,not evaluated,not evaluated,"304 Too often they have been opposed one against the other, while in fact they are reinforcing each other.
",not evaluated,not evaluated,not evaluated,not evaluated,1
305, We will not build a climate paradise on an industrial wasteland.,not evaluated,not evaluated,not evaluated,not evaluated,"305  We will not build a climate paradise on an industrial wasteland.
",not evaluated,not evaluated,not evaluated,not evaluated,1
306," In our run to net zero future by 2050, we need c lean tech , green chemistry, green steel production and green construction sites.",not evaluated,not evaluated,not evaluated,not evaluated,"306  In our run to net zero future by 2050, we need c lean tech , green chemistry, green steel production and green construction sites.
",utilitarian,mitigation,technological resources,not indicated,1
307, The good news is that we're already building that future.,not evaluated,not evaluated,not evaluated,not evaluated,"307  The good news is that we're already building that future.
",not evaluated,not evaluated,not evaluated,not evaluated,1
308, Our North Sea wind turbines will produce enough green offshore electricity by 2030 to cover the equivalent of the electricity consumption of 5 million households.,not evaluated,not evaluated,not evaluated,not evaluated,"308  Our North Sea wind turbines will produce enough green offshore electricity by 2030 to cover the equivalent of the electricity consumption of 5 million households.
",not evaluated,not evaluated,not evaluated,not evaluated,1
309,"  In Ghent, €1 billion will be invested to produce the most durable steel in the world .",not evaluated,not evaluated,not evaluated,not evaluated,"309   In Ghent, €1 billion will be invested to produce the most durable steel in the world .
",not evaluated,not evaluated,not evaluated,not evaluated,1
310," And from Liège, we are revolutionizing the hydrogen industry with cutting edge technology .",not evaluated,not evaluated,not evaluated,not evaluated,"310  And from Liège, we are revolutionizing the hydrogen industry with cutting edge technology .
",not evaluated,not evaluated,not evaluated,not evaluated,1
311, What we need now is a conduc ive environment to accelerate progress globally .,egalitarian,urgency,not indicated,not indicated,"311  What we need now is a conduc ive environment to accelerate progress globally .
",utilitarian,urgency,responsibility,not indicated,1
312,Phasing out fossil fuels – and in this regard Belgium ended direct public finance for unabated fossil fuels – and shifting resources towards renewables will be needed in order to triple renewable energy and double energy efficiency.,not evaluated,not evaluated,not evaluated,not evaluated,"312 Phasing out fossil fuels – and in this regard Belgium ended direct public finance for unabated fossil fuels – and shifting resources towards renewables will be needed in order to triple renewable energy and double energy efficiency.
",utilitarian,mitigation,financial and technological resources,proportional to contribution,1
313, We will only reach these goals when innovations and good practices will be accessible to everyone.,egalitarian,other,financial and technological resources,not indicated,"313  We will only reach these goals when innovations and good practices will be accessible to everyone.
",egalitarian,cooperation,technological resources,equality,1
314,"To all SMEs, to all households, in every corner of the world.",not evaluated,not evaluated,not evaluated,not evaluated,"314 To all SMEs, to all households, in every corner of the world.
",egalitarian,cooperation,technological resources,equality,1
315, In Europe we need to create the right incentives to support our economy in realizing this ambition.,libertarian,other,financial resources,not indicated,"315  In Europe we need to create the right incentives to support our economy in realizing this ambition.
",utilitarian,financial mechanisms,financial resources,not indicated,1
316,As the incoming president of the European Union this will be my priority.,not evaluated,not evaluated,not evaluated,not evaluated,"316 As the incoming president of the European Union this will be my priority.
",not evaluated,not evaluated,not evaluated,not evaluated,1
317,  Europe will obviously not win the Climate race alone. Partnerships are crucial .,not evaluated,not evaluated,not evaluated,not evaluated,"317   Europe will obviously not win the Climate race alone. Partnerships are crucial .
",utilitarian,cooperation,responsibility,not indicated,1
318," Especially with Africa , which harnesses 40% of the global solar energy potential and – as stated by President Ruto of Kenya at the African climate summit – has the potential to become the green engine of the world  Belgium has already partnered up with countries such as Namibia, Morocco, and Egypt to accelerate this green revolu tion.",not evaluated,not evaluated,not evaluated,not evaluated,"318  Especially with Africa , which harnesses 40% of the global solar energy potential and – as stated by President Ruto of Kenya at the African climate summit – has the potential to become the green engine of the world  Belgium has already partnered up with countries such as Namibia, Morocco, and Egypt to accelerate this green revolu tion.
",utilitarian,cooperation,technological resources,not indicated,1
319," In wind, in solar, in hydrogen.",not evaluated,not evaluated,not evaluated,not evaluated,"319  In wind, in solar, in hydrogen.
",not evaluated,not evaluated,not evaluated,not evaluated,1
320,   We have increased our climate finance to approximately 150 million .,not evaluated,not evaluated,not evaluated,not evaluated,"320    We have increased our climate finance to approximately 150 million .
",not evaluated,not evaluated,not evaluated,not evaluated,1
321,Focusing our efforts on biodiversity and sustainable development.,not evaluated,not evaluated,not evaluated,not evaluated,"321 Focusing our efforts on biodiversity and sustainable development.
",not evaluated,not evaluated,not evaluated,not evaluated,1
322," In the Sahel region, we are implementing a 5 -year 50 million euros program supporting the Great Green Wall initiative.",not evaluated,not evaluated,not evaluated,not evaluated,"322  In the Sahel region, we are implementing a 5 -year 50 million euros program supporting the Great Green Wall initiative.
",not evaluated,not evaluated,not evaluated,not evaluated,1
323, We are exploring innovative instruments such as debt for climate swaps.,not evaluated,not evaluated,not evaluated,not evaluated,"323  We are exploring innovative instruments such as debt for climate swaps.
",not evaluated,not evaluated,not evaluated,not evaluated,1
